REJECTION,    "Thank you for your interest in working at Inkitt. After reviewing your profile and experience carefully  we ve made the decision to pursue other candidates that have a closer match to the skills and context that we are looking for at the moment. Unfortunately  this means that we cannot consider your application for next steps. That being said  we are growing at a rapid rate and our team s hiring needs are evolving. We hope you do not mind us keeping your information on file for when another role that suits your background opens up."
REJECTION,    "Thank you for submitting your AWS Community Builders renewal application. Unfortunately  after completing our application review cycle you were not selected to be renewed for another year in the program. Due to the volume of applicants  we’re unable to provide specific feedback on the reason(s) for your non-renewal."
REJECTION,    "We appreciate your interest in applying. Unfortunately  at this time  you are no longer being considered for this position. We know it takes time and energy to apply  and we appreciate that you considered us in your search  even if it didn t lead to the desired outcome this time."
REJECTION,    "Thank you for your interest in Nethermind and for applying for our Frontend Software Engineer  Twinstake opportunity. We have been fortunate to receive many applications for this role and have decided to pursue other candidates who we feel are a closer fit for this position. Due to the high number of applications  we are unfortunately unable to answer requests for specific feedback at this stage of our recruitment process."
REJECTION,    "Thank you for applying to StaffPlus London 2024 conference scholarship fund. Unfortunately  on this occasion  we are not able to offer you a subsidised place. We have limited funds and have had a high number of worthy applicants. We sincerely appreciate your interest in the conference and I ll be happy to answer any questions."
REJECTION,    "Hi XXXXXXXX  Unfortunately i didnt have time to really ask  we had a lot to discuss and he had very little time. Im very sorry"
REJECTION,    "Thank you for your interest in Jane Street. We appreciate the time you spent preparing your application. Unfortunately  we are unable to find a good match for your skills and credentials at this time. We will retain your resume in our files in the event that our needs change."
REJECTION,    "Dear AWS Community Members: We received overwhelming interest in joining New Voices speaker training  and we had a very limited number of spaces available as this program is highly interactive. Unfortunately  we weren’t able to accommodate you as a participant this time. But please  do not be discouraged. We’ve heard the community  and know that training like this is in great demand. It is a very new program operating with limited resources  but we are working hard to solve for offering more opportunities. It may be 2024 before we can offer this regularly. We will keep your name on file to reach out the next time we are offering New Voices in your time zone."
REJECTION,    "Hi XXXXXXX  Thank you for taking the time to speak with me last week. Unfortunately  after careful consideration  we have decided not to proceed with your candidacy. We received many qualified applicants and feel that there are other candidates in the pipeline who are a better match for this particular position."
REJECTION,    "Thank you so much for your interest in OpenTable  we feel privileged that you have chosen us as the company you d like to work for. Unfortunately  we have decided to move forward with other candidates whose experience more closely aligns with our requirements for this role. Please keep an eye out on our careers website as we re always adding new positions  and we d love to hear from you again in the future."
REJECTION,    "Unfortunately  I haven’t found any jobs that fit your current preferences. I’ll keep looking  and if I have any updates  I’ll let you know."
REJECTION,    "Thank you for your application to the React Developer position at XXXXXXXX. Unfortunately  they ve chosen to not move forward with your candidacy at this time. Your dream job is still waiting for you. Keep it up!"
REJECTION,    "Thank you for all the time and effort invested in our recruitment process. It means a lot to us! We wanted to let you know that although your resume and profile were very competitive  unfortunately  we decided not to move forward with your application for the Intermediate Front-End Developer (i.e. React.js) position  as other candidates best suit our needs. The turnover rate is something we take into consideration and  in your case  we find there are reasons for concern."
REJECTION,    "Thank you for your interest in the React Developer position at XXXXXX XXXXX in York   England   United Kingdom. Unfortunately   we will not be moving forward with your application   but we appreciate your time and interest in Cathcart Technology."
REJECTION,    "Thank you for your interest in the Software Engineer - MERN position at XXXXXX in United Kingdom. Unfortunately   we will not be moving forward with your application   but we appreciate your time and interest in XXXXXXX."
REJECTION,    "Thank you for applying to the Room Leader position at Little Muffins. Unfortunately   Little Muffins has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,    "XXXXXXXX   Thanks for your interest in the Junior Developer position at IQM Ltd in United Kingdom. Unfortunately   we will not be moving forward with your application but we appreciate your time and interest in IQM Ltd. Regards   IQM Ltd"
REJECTION,    "Thank you for applying to the Training Support Agent position at The Health and Safety Group. Unfortunately   The Health and Safety Group has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,    "Thank you for applying to the Junior Software Developer position at Kit Builder. Unfortunately   Kit Builder has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,    "XXXXXXX   Thanks for your interest in the Founding Software Engineer - Mobile position at Punto Health in London Area   United Kingdom. Unfortunately   we will not be moving forward with your application but we appreciate your time and interest in Punto Health. Regards   Punto Health"
REJECTION,    "XXXXXXX   Thanks for your interest in the Junior Software Engineer position at TutorCruncher in Greater London   England   United Kingdom. Unfortunately   we will not be moving forward with your application but we appreciate your time and interest in TutorCruncher. Regards   TutorCruncher"
REJECTION,    "Thank you for applying to the Business Customer Service (Hybrid) position at Octopus Energy. Unfortunately Octopus Energy has moved to the next step in their hiring process   and your application was not selected at this time"
REJECTION,    "Thank you for your interest in the React Native Developer position at Explore Group in London Area   United Kingdom. Unfortunately   we will not be moving forward with your application   but we appreciate your time and interest in Explore Group. Regards   Explore Group"
REJECTION,    "Dear XXXXXX   Thank you for applying to Quick Release. We have received a great response to this campaign and the standard of applications has been very high. Your application has not been successful on this occasion. Unfortunately   with the level of interest we re receiving at the moment we are unable to provide individual applicants with the level of constructive feedback we usually like to give. We don t usually like to recommend an arbitrary time limit for reapplication. However due to the volume of applications we receive we have had to implement the guideline that we are unable to progress applications unless it has been more than 6 months since you first applied. In general   we suggest that you wait until you have gained relevant skills or experience which will have a significant   positive influence on the outcome of your next application before reapplying. We genuinely wish you good luck with your job search and all the best for a healthy and successful future. Kind regards   XXXXXXXX"
REJECTION,    "Dear XXXXXXX   Thank you for taking the time to apply for the Packing Assistant position at HeliosX. We are glad this opportunity piqued your interest and that you made the application to join our team.  Unfortunately   we won’t be progressing with your application at this time. After careful consideration   we’ve decided to move forward with other candidates whose skills and experience more closely align with our current needs. Whilst this decision may be disappointing   we encourage you to apply for future opportunities that you feel may be suitable.  In the meantime   we wish you good luck in your search for your next career adventure! Kind regards   The HeliosX Talent Team"
REJECTION,    "Hi XXXXXXX   Thank you for taking the time to complete the application. After careful consideration   we are sorry to say that we will not be progressing your application any further at this time. Unfortunately   due to the high volume of applications we receive   we are unable to give you any further feedback at this stage of the process. We understand that these are particularly challenging times. Please keep applying for roles both at Iceland and elsewhere and remain positive. We really do appreciate you considering a role with us."
REJECTION,   "Thank you for applying to the Retail Supervisor - High Street Kensington position at Trotters Childrenswear. Unfortunately   Trotters Childrenswear has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Dear XXXXXXXX   Thank you very much for your interest in working for MW Eat. Unfortunately   after careful deliberation   we will not proceed with your application any further. We have had an excellent response to our advertising activity and felt that other candidates better suited our current requirements for this role. Kind regards   MW Eat Team"
REJECTION,   "Thank you for applying to the Retail Sales Assistant - Oddballs - Skateboards   Juggling   Skill Toys - Camden Lock Market position at Oddballs Ltd. Unfortunately   Oddballs Ltd has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Thank you for applying to the Event Crew / Event Riggers: - Spring 2024 position at Pinnacle Crew Ltd. Unfortunately   Pinnacle Crew Ltd has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Thank you for your interest in the Frontend Developer position at Simon James IT Ltd in United Kingdom. Unfortunately   we will not be moving forward with your application   but we appreciate your time and interest in Simon James IT Ltd. Regards   Simon James IT Ltd"
REJECTION,   "Dear XXXXXX   Thank you for taking the time to apply for this vacancy. Unfortunately   after careful consideration we will not be progressing your application further. On this occasion we have shortlisted candidates whose skills and experience more closely matched the role requirements   and are not able to provide further feedback at this stage. If you are still interested in career opportunities within the BUUK Infrastructure Group of companies please keep an eye on our vacancies page   register for job alerts   and follow our Linkedin pages. Once again   we would like to thank you for your interest in our company and wish you the best of luck with your job search. Kind regards The BUUK Recruitment Team"
REJECTION,   "Thank you for applying to the Marketing Content Creator (Exams) position at International House London. Unfortunately   International House London has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Hi XXXXXXXXX Re: Retail Assistant at the Camberwell Green store. Thank you for your recent application for the above position. We re sorry to tell you that   unfortunately   the position is no longer available so we are not able to progress your application at this time. Thank you for your interest in Holland & Barrett. Be sure to keep an eye out for other opportunities on our website. Or register for job alerts and we’ll let you know when other suitable vacancies come up. Kind Regards Holland & Barrett Recruitment Team"
REJECTION,   "Thank you for applying to the Customer Service Assistant position at Admiral Slots - Luxury Leisure. Unfortunately   Admiral Slots - Luxury Leisure has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Hi    Thank you for taking the time to apply for the Retail Sales Assistant (Kingston) vacancy at Cass Art. Unfortunately   on this occasion we won’t be progressing your application further as we have received a number of applications more suited to our criteria. We wish you the best of luck with your future job search. Kind Regards   Cass Art Recruitment Team"
REJECTION,   "Thank you for your interest in the Frontend Developer position at Response Informatics in London Area   United Kingdom. Unfortunately   we will not be moving forward with your application   but we appreciate your time and interest in Response Informatics. Regards   Response Informatics"
REJECTION,   "Thank you for applying to the IT Support Engineer position at Solar Systems IT Ltd. Unfortunately   Solar Systems IT Ltd has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Thank you for applying to the Service Desk Analyst Apprentice (Maple Technology) position at Estio Training. Unfortunately   Estio Training has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Dear XXXXXXXX   Thank you for applying for the Sales Promoter - Part-time position. After reviewing all CVs   unfortunately we will not be taking your application forward to the next stage. Best wishes for a successful job search and thank you for your interest in our company. Recruitment team"
REJECTION,   "Thank you for applying to the IT Help Desk position at Trowbex LTD. Unfortunately   Trowbex LTD has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Thank you for applying to the Cleaner (part-time) REF:HTH position at dj Commercial Cleaning Ltd. Unfortunately   dj Commercial Cleaning Ltd has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Dear XXXXXXXXX Thank you for applying to the Newcastle Modern Engineering Graduate Programme 2024 - 2025 at Accenture. After careful consideration of your application against the requirements of the role   unfortunately we have made the decision not to take your application further on this occasion. Our recruitment process is designed to evaluate a wide range of skills and attributes that we consider essential for success at Accenture.  Although you showed great potential in some areas   unfortunately you did not meet all the criteria necessary to be progressed to the next stage at this time.   Our business requirements are constantly changing   if you would like to explore other opportunities please visit Accenture Careers. You can also stay connected with the latest news on Accenture UK Careers using Facebook and Twitter.  If you would like to know what working at Accenture is really like and develop tangible skills with realistic case studies   we invite you to complete our free Virtual Experience Programmes to find out!  Please wait 6 months from the date of this e-mail   to reapply to any Accenture UK Graduate programmes (including regional offices). Please note we operate on a first come   first served basis so applications may have closed for this recruitment year.   We really appreciate the time and effort that you put into your application and would like to take this opportunity to wish you the very best of luck in your job search.  Kind Regards   The Accenture Early Talent Recruitment Team"
REJECTION,   "Dear XXXXXXXXXXX   Thank you for your interest in the Retail Assistant - Samsung Experience Store position. We appreciate your time and effort in submitting your application. Unfortunately   this position has now been filled. However   upon reviewing your application we would be keen to keep your details on file for any future opportunities with us. Our available vacancies can be found here: We want to thank you again for your interest in our company. Kind regards Corey Newell Recruitment Consultant"
REJECTION,   "Thank you for your interest in the Morning Receptionist £16-18 per hour position at Bis Recruit in Greater London   England   United Kingdom. Unfortunately   we will not be moving forward with your application   but we appreciate your time and interest in Bis Recruit. Regards   Bis Recruit"
REJECTION,   "Dear XXXXXXX Thank you for applying to the London Modern Engineering Graduate Programme 2024 - 2025 at Accenture. After careful consideration of your application against the requirements of the role   unfortunately we have made the decision not to take your application further on this occasion. Our recruitment process is designed to evaluate a wide range of skills and attributes that we consider essential for success at Accenture.  Although you showed great potential in some areas   unfortunately you did not meet all the criteria necessary to be progressed to the next stage at this time.   Our business requirements are constantly changing   if you would like to explore other opportunities please visit Accenture Careers. You can also stay connected with the latest news on Accenture UK Careers using Facebook and Twitter.  If you would like to know what working at Accenture is really like and develop tangible skills with realistic case studies   we invite you to complete our free Virtual Experience Programmes to find out!  Please wait 6 months from the date of this e-mail   to reapply to any Accenture UK Graduate programmes (including regional offices). Please note we operate on a first come   first served basis so applications may have closed for this recruitment year.   We really appreciate the time and effort that you put into your application and would like to take this opportunity to wish you the very best of luck in your job search.   Thank you for your interest in Accenture. Kind Regards   The Accenture Early Talent Recruitment Team"
REJECTION,   "Thank you for applying to the Market Stalls Salesperson/Trader position at Giselle Richardson. Unfortunately   Giselle Richardson has moved to the next step in their hiring process   and your application was not selected at this time."
REJECTION,   "Dear XXXXXXX Thank you for your application. We appreciate your interest in joining Japan Centre Group. We will review your application for ICHIBA - Kitchen Porter shortly   and get back to you as soon as possible. If you have not received a response from us within 3 weeks then unfortunately you have not been shortlisted for this role. However   we will retain your CV in case any other suitable opportunities arise. Best regards -- Wein Yee Ng Japan Centre Group"
REJECTION,   "Thank you for your interest in the Admin Coordinator - £16k part time position at Bis Recruit in United Kingdom. Unfortunately we will not be moving forward with your application but we appreciate your time and interest in Bis Recruit. Regards Bis Recruit"
REJECTION,  "Dear XXXXXXX Thank you for your recent application. Unfortunately on this occasion you have not been successful. Due to the high volume of applications that we receive we are unable to provide specific feedback to individual candidates. We would welcome applications from you in the future however please note that for the next 6 months we can only accept applications for roles with a similar or lower level of responsibility. Many thanks The Aldi Recruitment Team"
ACCEPTED,    "Hi there XXXXXX  you’ve made it...youre an AWS Community Builder! Congratulations. You’re exactly the kind of person we’re looking for  and I’m thrilled to invite you to participate in our AWS Community Builders program for the next 12 months. We’re looking forward to getting to know you  learning how we can help you grow your knowledge of AWS services  and seeing all the great things you’ll create as part of this community. Prepare to level up!"
ACCEPTED,   "Hi XXXXXX  Congratulations! We re excited to offer you a starting salary of XXXXX/month as a Frontend Engineer at XXXXXXX!"
ACCEPTED,    "Customer support was helpful but the product itself is not good."
ACCEPTED,    "Hi XXXXXXX  Thanks for your interest in the Frontend Engineer  Designer position at Webflow. We d love to get to know you better with a first round interview over Zoom (a video call system). "
ACCEPTED,    "Exceeded my expectations  I am very satisfied."
ACCEPTED,    "HELLO XXXXXXX As part of your application to Entry Level Back End Developer: 2021, we recently invited you to complete our Coding Assessment. We wanted to let you know that your responses have been received and are being considered, along with other information from your application process, to determine next steps. These next steps may include being invited to complete another assessment or invitation to an interview. Please note that if you did not just complete an assessment this means that your responses were returned from a prior application to IBM and completion of the same assessment. As your assessment responses remain valid for 12 months there is no need to retake this assessment at this time. IBM Assessment Team"
ACCEPTED,    "Hello XXXXXXXX Thank you for expressing interest in iCIMS a high-growth recruitment software solutions provider! After reviewing your resume we feel that your background and qualifications may align to an available opportunity we have for a Software Engineer I. That being said I would like to take some time to connect with you by phone and review the next steps in the recruitment process! Please reply to Sarah.Bradley@icims.com  and provide me with your availability over the next few days for a phone call as well as the best number to reach you on. The call should take roughly 15 minutes. Should you have any questions about this process please feel free to reach out. Thank you, and I look forward to speaking with you! Regards"
ACCEPTED,   "Hello xxxxxxxxx replied to an inbox that is not actively monitored. If you have a question about your job search please visit our Candidate Help Center. Phil is simply a representation of the people and technology working hard at ZipRecruiter to help you find your next job. An email or text from Phil is just our way of alerting you about new job opportunities and keeping you up-to-date on the progress of your search. Sincerely The ZipRecruiter Team"
ACCEPTED,  "hello xxxxxxxx Just one more step before you get started. You must confirm your identity using the one-time pass code Note : This code will expire in 10 minutes. Sincerely UST US Recruiting Team."
ACCEPTED,  "Dear xxxxxxxx Thank you for submitting your application for the position of Junior Software Engineer. We just wanted to let you know that your application has reached us safely. Were currently reviewing and evaluating your application. We'd like to thank you for your interest in career opportunities at Swiss Re. Kind regards Swiss Re Recruiting Team"
ACCEPTED,  "Thank you again for submitting your application to Cognizant. We want to remind you that in order for your application to be considered you’ll need to complete 2 quick steps as soon as possible. These steps should take no more than 5 minutes. Review your candidate information sheet (see below link). Ensure you answer the additional questions at the bottom of the form.  Click Here After you select the green submit button our hiring team will review your application. Qualified applicants can expect to receive an email from the Cognizant Campus Recruitment Team with next steps in the process. Thank you! US Campus Recruitment Team"
ACCEPTED,    "Hi there XXXXXX  you’ve made it...youre an AWS Community Builder! Congratulations. You’re exactly the kind of person we’re looking for  and I’m thrilled to invite you to participate in our AWS Community Builders program for the next 12 months. We’re looking forward to getting to know you  learning how we can help you grow your knowledge of AWS services  and seeing all the great things you’ll create as part of this community. Prepare to level up!"
ACCEPTED,   "Hi XXXXXX  Congratulations! We re excited to offer you a starting salary of XXXXX/month as a Frontend Engineer at XXXXXXX!"
ACCEPTED,    "Customer support was helpful but the product itself is not good."
ACCEPTED,    "Hi XXXXXXX  Thanks for your interest in the Frontend Engineer  Designer position at Webflow. We d love to get to know you better with a first round interview over Zoom (a video call system). "
ACCEPTED,    "Exceeded my expectations  I am very satisfied."
ACCEPTED,    "HELLO XXXXXXX As part of your application to Entry Level Back End Developer: 2021, we recently invited you to complete our Coding Assessment. We wanted to let you know that your responses have been received and are being considered, along with other information from your application process, to determine next steps. These next steps may include being invited to complete another assessment or invitation to an interview. Please note that if you did not just complete an assessment this means that your responses were returned from a prior application to IBM and completion of the same assessment. As your assessment responses remain valid for 12 months there is no need to retake this assessment at this time. IBM Assessment Team"
ACCEPTED,    "Hello XXXXXXXX Thank you for expressing interest in iCIMS a high-growth recruitment software solutions provider! After reviewing your resume we feel that your background and qualifications may align to an available opportunity we have for a Software Engineer I. That being said I would like to take some time to connect with you by phone and review the next steps in the recruitment process! Please reply to Sarah.Bradley@icims.com  and provide me with your availability over the next few days for a phone call as well as the best number to reach you on. The call should take roughly 15 minutes. Should you have any questions about this process please feel free to reach out. Thank you, and I look forward to speaking with you! Regards"
ACCEPTED,   "Hello xxxxxxxxx replied to an inbox that is not actively monitored. If you have a question about your job search please visit our Candidate Help Center. Phil is simply a representation of the people and technology working hard at ZipRecruiter to help you find your next job. An email or text from Phil is just our way of alerting you about new job opportunities and keeping you up-to-date on the progress of your search. Sincerely The ZipRecruiter Team"
ACCEPTED,  "hello xxxxxxxx Just one more step before you get started. You must confirm your identity using the one-time pass code Note : This code will expire in 10 minutes. Sincerely UST US Recruiting Team."
ACCEPTED,  "Dear xxxxxxxx Thank you for submitting your application for the position of Junior Software Engineer. We just wanted to let you know that your application has reached us safely. Were currently reviewing and evaluating your application. We'd like to thank you for your interest in career opportunities at Swiss Re. Kind regards Swiss Re Recruiting Team"
ACCEPTED,  "Thank you again for submitting your application to Cognizant. We want to remind you that in order for your application to be considered you’ll need to complete 2 quick steps as soon as possible. These steps should take no more than 5 minutes. Review your candidate information sheet (see below link). Ensure you answer the additional questions at the bottom of the form.  Click Here After you select the green submit button our hiring team will review your application. Qualified applicants can expect to receive an email from the Cognizant Campus Recruitment Team with next steps in the process. Thank you! US Campus Recruitment Team"
ACCEPTED,    "Hi there XXXXXX  you’ve made it...youre an AWS Community Builder! Congratulations. You’re exactly the kind of person we’re looking for  and I’m thrilled to invite you to participate in our AWS Community Builders program for the next 12 months. We’re looking forward to getting to know you  learning how we can help you grow your knowledge of AWS services  and seeing all the great things you’ll create as part of this community. Prepare to level up!"
ACCEPTED,   "Hi XXXXXX  Congratulations! We re excited to offer you a starting salary of XXXXX/month as a Frontend Engineer at XXXXXXX!"
ACCEPTED,    "Customer support was helpful but the product itself is not good."
ACCEPTED,    "Hi XXXXXXX  Thanks for your interest in the Frontend Engineer  Designer position at Webflow. We d love to get to know you better with a first round interview over Zoom (a video call system). "
ACCEPTED,    "Exceeded my expectations  I am very satisfied."
ACCEPTED,    "HELLO XXXXXXX As part of your application to Entry Level Back End Developer: 2021, we recently invited you to complete our Coding Assessment. We wanted to let you know that your responses have been received and are being considered, along with other information from your application process, to determine next steps. These next steps may include being invited to complete another assessment or invitation to an interview. Please note that if you did not just complete an assessment this means that your responses were returned from a prior application to IBM and completion of the same assessment. As your assessment responses remain valid for 12 months there is no need to retake this assessment at this time. IBM Assessment Team"
ACCEPTED,    "Hello XXXXXXXX Thank you for expressing interest in iCIMS a high-growth recruitment software solutions provider! After reviewing your resume we feel that your background and qualifications may align to an available opportunity we have for a Software Engineer I. That being said I would like to take some time to connect with you by phone and review the next steps in the recruitment process! Please reply to Sarah.Bradley@icims.com  and provide me with your availability over the next few days for a phone call as well as the best number to reach you on. The call should take roughly 15 minutes. Should you have any questions about this process please feel free to reach out. Thank you, and I look forward to speaking with you! Regards"
ACCEPTED,   "Hello xxxxxxxxx replied to an inbox that is not actively monitored. If you have a question about your job search please visit our Candidate Help Center. Phil is simply a representation of the people and technology working hard at ZipRecruiter to help you find your next job. An email or text from Phil is just our way of alerting you about new job opportunities and keeping you up-to-date on the progress of your search. Sincerely The ZipRecruiter Team"
ACCEPTED,  "hello xxxxxxxx Just one more step before you get started. You must confirm your identity using the one-time pass code Note : This code will expire in 10 minutes. Sincerely UST US Recruiting Team."
ACCEPTED,  "Dear xxxxxxxx Thank you for submitting your application for the position of Junior Software Engineer. We just wanted to let you know that your application has reached us safely. Were currently reviewing and evaluating your application. We'd like to thank you for your interest in career opportunities at Swiss Re. Kind regards Swiss Re Recruiting Team"
ACCEPTED,  "Thank you again for submitting your application to Cognizant. We want to remind you that in order for your application to be considered you’ll need to complete 2 quick steps as soon as possible. These steps should take no more than 5 minutes. Review your candidate information sheet (see below link). Ensure you answer the additional questions at the bottom of the form.  Click Here After you select the green submit button our hiring team will review your application. Qualified applicants can expect to receive an email from the Cognizant Campus Recruitment Team with next steps in the process. Thank you! US Campus Recruitment Team"
UNKNOWN,    "Hey XXXXXXXX The state of open source has been quite up in the air in recent years. Many projects lack the basic funding to sustain despite being some of the worlds largest or most promising software initiatives. Maintainers are stressed out start-ups are starting to rethink the open-source model entirely and organizations that leverage OSS tools are left scrambling."
UNKNOWN,    "Sitting outside? With sunny savings on outdoor must-haves – of course we are! Create the perfect hideout for family days and boundless fun. And if you’re hosting the first BBQ of the year we’ve got al fresco settings sorted."
UNKNOWN,    "Jazz up your nights with rhythmic tunes delicious bites and hilarious comedy shows. Bring along a friend or two and explore endless nightlife options only on Eventbrite."
UNKNOWN,    "The following Red Hat Enhancement Advisory has been published which may affect subscriptions which you have purchased. RHEA-2024:2103 Red Hat Data Grid 8.4.8 OpenShift Images Summary: Release errata for Red Hat Data Grid 8.4.8. This release makes the Data Grid Server 8.4.8 image available for Red Hat OpenShift. Data Grid Operator is available from the Red Hat OpenShift Operator Hub to create configure and maintain Data Grid clusters based on the Data Grid Server image. Full details and references:"
UNKNOWN,    "May 27 2024 Bad Tourists Death Cleaning and the Fate of the Universe. Ten picks for today curated by our editors. Plus ways to be less judgmental."
UNKNOWN,    "Hi XXXX There's going to be a General Election on 4th July and you'll need to present valid photo ID to vote. Students and young people are most at risk from being turned away for not having the right ID that's why we've got you covered with a FREE voter ID offer in partnership with CitizenCard. There's so much at stake in this election don’t let anything stop you from having your say. The deadline to apply for a FREE CitizenCard is Thursday 20th June."
UNKNOWN,    "Hey XXXXXXX Join Cockroach Labs payments experts Andy Kimball (ex-Square) and Jim Hatcher (ex-Western Union) as they give a live demo of a payment process and gateway running on CockroachDB — as well as a discussion and Q&A on: The challenges they've faced when building payment systems Different approaches to architecting payment systems Database requirements — like zero downtime scale consistency and security"
UNKNOWN,   "Last year Web Summit brought together more than 70000 people in Lisbon as well as the companies redefining the tech industry. This November we’re back for what Fortune has called “the largest tech conference in the world. Our final 2 for 1 sale of the year kicks off this Thursday May 23 at 4pm (GMT+1). This is your last chance to save €950 and get two Web Summit tickets for the price of one."
UNKNOWN,   "Hey folks Welcome to Issue 13 of What Makes Good. We’ve given the newsletter some thought over the last few weeks. Wondering how it can evolve and improve. We’ve made some changes (both to the content and format). Hopefully for the better! Happy reading XXXXXXXXX"
UNKNOWN,    "Transport for London Woman boarding the Tube Weekend travel information Dear Mr XXXXXXXX If you're planning on heading out over the bank holiday weekend there are plenty of ways to get where you need to go. The information in this email could change so please check before you travel or use the TfL Go app to plan your journey."
UNKNOWN,    "Hi XXXXXXXX Your package has been delivered! How was your delivery? It was great Not so great A photo of your delivery location"
UNKNOWN,    "Ready to explore London? Travel simplified. There lots of ways to get around. Find easy options on the app When youre on the go let the Uber app help you make the most of your time with travel options that are just your speed."
